"FilePath","FileName","Extension","Encoding","Size"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\models\format_control.py","format_control.py",".py","UTF-8 或 ASCII","2471"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\models\index.py","index.py",".py","UTF-8 或 ASCII","1030"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\models\installation_report.py","installation_report.py",".py","UTF-8 或 ASCII","2839"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\models\link.py","link.py",".py","UTF-8 或 ASCII","21793"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\models\pylock.py","pylock.py",".py","UTF-8 或 ASCII","6211"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\models\scheme.py","scheme.py",".py","UTF-8 或 ASCII","575"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\models\search_scope.py","search_scope.py",".py","UTF-8 或 ASCII","4507"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\models\selection_prefs.py","selection_prefs.py",".py","UTF-8 或 ASCII","2016"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\models\target_python.py","target_python.py",".py","UTF-8 或 ASCII","4243"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\models\wheel.py","wheel.py",".py","UTF-8 或 ASCII","5526"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\network\__init__.py","__init__.py",".py","UTF-8 或 ASCII","49"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\network\auth.py","auth.py",".py","UTF-8 或 ASCII","20681"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\network\cache.py","cache.py",".py","UTF-8 或 ASCII","5302"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\network\download.py","download.py",".py","UTF-8 或 ASCII","12682"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\network\lazy_wheel.py","lazy_wheel.py",".py","UTF-8 或 ASCII","7651"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\network\session.py","session.py",".py","UTF-8 或 ASCII","19188"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\network\utils.py","utils.py",".py","UTF-8 或 ASCII","4091"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\network\xmlrpc.py","xmlrpc.py",".py","UTF-8 或 ASCII","1830"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\operations\__init__.py","__init__.py",".py","空檔案","0"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\operations\check.py","check.py",".py","UTF-8 或 ASCII","5894"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\operations\freeze.py","freeze.py",".py","UTF-8 或 ASCII","9854"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\operations\prepare.py","prepare.py",".py","UTF-8 或 ASCII","28613"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\operations\build\__init__.py","__init__.py",".py","空檔案","0"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\operations\build\build_tracker.py","build_tracker.py",".py","UTF-8 或 ASCII","4771"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\operations\build\metadata_editable.py","metadata_editable.py",".py","UTF-8 或 ASCII","1509"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\operations\build\metadata_legacy.py","metadata_legacy.py",".py","UTF-8 或 ASCII","2189"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\operations\build\metadata.py","metadata.py",".py","UTF-8 或 ASCII","1421"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\operations\build\wheel_editable.py","wheel_editable.py",".py","UTF-8 或 ASCII","1422"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\operations\build\wheel_legacy.py","wheel_legacy.py",".py","UTF-8 或 ASCII","3616"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\operations\build\wheel.py","wheel.py",".py","UTF-8 或 ASCII","1080"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\operations\install\__init__.py","__init__.py",".py","UTF-8 或 ASCII","50"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\operations\install\editable_legacy.py","editable_legacy.py",".py","UTF-8 或 ASCII","1311"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\operations\install\wheel.py","wheel.py",".py","UTF-8 或 ASCII","27956"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\req\__init__.py","__init__.py",".py","UTF-8 或 ASCII","3122"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\req\constructors.py","constructors.py",".py","UTF-8 或 ASCII","18320"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\req\req_dependency_group.py","req_dependency_group.py",".py","UTF-8 或 ASCII","2618"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\req\req_file.py","req_file.py",".py","UTF-8 或 ASCII","20161"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\req\req_install.py","req_install.py",".py","UTF-8 或 ASCII","35718"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\req\req_set.py","req_set.py",".py","UTF-8 或 ASCII","2828"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\req\req_uninstall.py","req_uninstall.py",".py","UTF-8 或 ASCII","24099"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\resolution\__init__.py","__init__.py",".py","空檔案","0"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\resolution\base.py","base.py",".py","UTF-8 或 ASCII","577"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\resolution\legacy\__init__.py","__init__.py",".py","空檔案","0"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\resolution\legacy\resolver.py","resolver.py",".py","UTF-8 或 ASCII","24060"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\__init__.py","__init__.py",".py","空檔案","0"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\base.py","base.py",".py","UTF-8 或 ASCII","5047"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\candidates.py","candidates.py",".py","UTF-8 或 ASCII","20208"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\factory.py","factory.py",".py","UTF-8 或 ASCII","32577"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\found_candidates.py","found_candidates.py",".py","UTF-8 或 ASCII","6018"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\provider.py","provider.py",".py","UTF-8 或 ASCII","11144"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\reporter.py","reporter.py",".py","UTF-8 或 ASCII","3270"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\requirements.py","requirements.py",".py","UTF-8 或 ASCII","8076"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\resolver.py","resolver.py",".py","UTF-8 或 ASCII","13617"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\utils\__init__.py","__init__.py",".py","空檔案","0"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\utils\_jaraco_text.py","_jaraco_text.py",".py","UTF-8 或 ASCII","3350"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\utils\_log.py","_log.py",".py","UTF-8 或 ASCII","1015"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\utils\appdirs.py","appdirs.py",".py","UTF-8 或 ASCII","1681"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\utils\compat.py","compat.py",".py","UTF-8 或 ASCII","2514"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\utils\compatibility_tags.py","compatibility_tags.py",".py","UTF-8 或 ASCII","6630"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\utils\datetime.py","datetime.py",".py","UTF-8 或 ASCII","241"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\utils\deprecation.py","deprecation.py",".py","UTF-8 或 ASCII","3696"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\utils\direct_url_helpers.py","direct_url_helpers.py",".py","UTF-8 或 ASCII","3200"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\utils\egg_link.py","egg_link.py",".py","UTF-8 或 ASCII","2459"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\utils\entrypoints.py","entrypoints.py",".py","UTF-8 或 ASCII","3324"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\utils\filesystem.py","filesystem.py",".py","UTF-8 或 ASCII","4988"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\utils\filetypes.py","filetypes.py",".py","UTF-8 或 ASCII","689"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\utils\glibc.py","glibc.py",".py","UTF-8 或 ASCII","3726"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\utils\hashes.py","hashes.py",".py","UTF-8 或 ASCII","4998"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\utils\logging.py","logging.py",".py","UTF-8 或 ASCII","12108"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\utils\misc.py","misc.py",".py","UTF-8 或 ASCII","23374"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\utils\packaging.py","packaging.py",".py","UTF-8 或 ASCII","1601"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\utils\retry.py","retry.py",".py","UTF-8 或 ASCII","1461"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\utils\setuptools_build.py","setuptools_build.py",".py","UTF-8 或 ASCII","4499"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\utils\subprocess.py","subprocess.py",".py","UTF-8 或 ASCII","8983"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\utils\temp_dir.py","temp_dir.py",".py","UTF-8 或 ASCII","9307"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\utils\unpacking.py","unpacking.py",".py","UTF-8 或 ASCII","11939"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\utils\urls.py","urls.py",".py","UTF-8 或 ASCII","1601"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\utils\virtualenv.py","virtualenv.py",".py","UTF-8 或 ASCII","3455"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\utils\wheel.py","wheel.py",".py","UTF-8 或 ASCII","4468"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\vcs\__init__.py","__init__.py",".py","UTF-8 或 ASCII","596"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\vcs\bazaar.py","bazaar.py",".py","UTF-8 或 ASCII","3734"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\vcs\git.py","git.py",".py","UTF-8 或 ASCII","19144"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\vcs\mercurial.py","mercurial.py",".py","UTF-8 或 ASCII","5575"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\vcs\subversion.py","subversion.py",".py","UTF-8 或 ASCII","11787"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_internal\vcs\versioncontrol.py","versioncontrol.py",".py","UTF-8 或 ASCII","22502"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\__init__.py","__init__.py",".py","UTF-8 或 ASCII","4907"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\vendor.txt","vendor.txt",".txt","UTF-8 或 ASCII","343"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\cachecontrol\__init__.py","__init__.py",".py","UTF-8 或 ASCII","677"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\cachecontrol\_cmd.py","_cmd.py",".py","UTF-8 或 ASCII","1737"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\cachecontrol\adapter.py","adapter.py",".py","UTF-8 或 ASCII","6599"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\cachecontrol\cache.py","cache.py",".py","UTF-8 或 ASCII","1953"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\cachecontrol\controller.py","controller.py",".py","UTF-8 或 ASCII","19101"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\cachecontrol\filewrapper.py","filewrapper.py",".py","UTF-8 或 ASCII","4291"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\cachecontrol\heuristics.py","heuristics.py",".py","UTF-8 或 ASCII","4881"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\cachecontrol\serialize.py","serialize.py",".py","UTF-8 或 ASCII","5163"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\cachecontrol\wrapper.py","wrapper.py",".py","UTF-8 或 ASCII","1417"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\cachecontrol\caches\__init__.py","__init__.py",".py","UTF-8 或 ASCII","303"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\cachecontrol\caches\file_cache.py","file_cache.py",".py","UTF-8 或 ASCII","4117"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\cachecontrol\caches\redis_cache.py","redis_cache.py",".py","UTF-8 或 ASCII","1386"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\certifi\__init__.py","__init__.py",".py","UTF-8 或 ASCII","94"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\certifi\__main__.py","__main__.py",".py","UTF-8 或 ASCII","255"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\certifi\core.py","core.py",".py","UTF-8 或 ASCII","3442"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\dependency_groups\__init__.py","__init__.py",".py","UTF-8 或 ASCII","250"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\dependency_groups\__main__.py","__main__.py",".py","UTF-8 或 ASCII","1709"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\dependency_groups\_implementation.py","_implementation.py",".py","UTF-8 或 ASCII","8041"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\dependency_groups\_lint_dependency_groups.py","_lint_dependency_groups.py",".py","UTF-8 或 ASCII","1710"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\dependency_groups\_pip_wrapper.py","_pip_wrapper.py",".py","UTF-8 或 ASCII","1865"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\dependency_groups\_toml_compat.py","_toml_compat.py",".py","UTF-8 或 ASCII","285"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\distlib\__init__.py","__init__.py",".py","UTF-8 或 ASCII","625"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\distlib\compat.py","compat.py",".py","UTF-8 (含非ASCII字符)","41467"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\distlib\resources.py","resources.py",".py","UTF-8 或 ASCII","10820"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\distlib\scripts.py","scripts.py",".py","UTF-8 (含非ASCII字符)","18612"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\distlib\util.py","util.py",".py","UTF-8 或 ASCII","66682"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\distro\__init__.py","__init__.py",".py","UTF-8 或 ASCII","981"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\distro\__main__.py","__main__.py",".py","UTF-8 或 ASCII","64"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\distro\distro.py","distro.py",".py","UTF-8 或 ASCII","49430"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\idna\__init__.py","__init__.py",".py","UTF-8 或 ASCII","868"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\idna\codec.py","codec.py",".py","UTF-8 或 ASCII","3422"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\idna\compat.py","compat.py",".py","UTF-8 或 ASCII","316"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\idna\core.py","core.py",".py","UTF-8 或 ASCII","13239"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\idna\idnadata.py","idnadata.py",".py","UTF-8 或 ASCII","78306"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\idna\intranges.py","intranges.py",".py","UTF-8 或 ASCII","1898"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\idna\package_data.py","package_data.py",".py","UTF-8 或 ASCII","21"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\idna\uts46data.py","uts46data.py",".py","UTF-8 (含中文)","239289"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\msgpack\__init__.py","__init__.py",".py","UTF-8 或 ASCII","1109"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\msgpack\exceptions.py","exceptions.py",".py","UTF-8 或 ASCII","1081"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\msgpack\ext.py","ext.py",".py","UTF-8 或 ASCII","5726"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\msgpack\fallback.py","fallback.py",".py","UTF-8 或 ASCII","32390"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\packaging\__init__.py","__init__.py",".py","UTF-8 或 ASCII","494"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\packaging\_elffile.py","_elffile.py",".py","UTF-8 或 ASCII","3286"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\packaging\_manylinux.py","_manylinux.py",".py","UTF-8 或 ASCII","9596"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\packaging\_musllinux.py","_musllinux.py",".py","UTF-8 或 ASCII","2694"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\packaging\_parser.py","_parser.py",".py","UTF-8 或 ASCII","10221"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\packaging\_structures.py","_structures.py",".py","UTF-8 或 ASCII","1431"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\packaging\_tokenizer.py","_tokenizer.py",".py","UTF-8 或 ASCII","5310"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\packaging\markers.py","markers.py",".py","UTF-8 (含非ASCII字符)","12049"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\packaging\metadata.py","metadata.py",".py","UTF-8 或 ASCII","34739"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\packaging\requirements.py","requirements.py",".py","UTF-8 或 ASCII","2947"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\packaging\specifiers.py","specifiers.py",".py","UTF-8 或 ASCII","40079"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\packaging\tags.py","tags.py",".py","UTF-8 或 ASCII","22745"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\packaging\utils.py","utils.py",".py","UTF-8 或 ASCII","5050"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\packaging\version.py","version.py",".py","UTF-8 或 ASCII","16688"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\packaging\licenses\__init__.py","__init__.py",".py","UTF-8 或 ASCII","5727"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\packaging\licenses\_spdx.py","_spdx.py",".py","UTF-8 或 ASCII","48398"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py","__init__.py",".py","UTF-8 (含非ASCII字符)","124451"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\platformdirs\__init__.py","__init__.py",".py","UTF-8 或 ASCII","22344"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\platformdirs\__main__.py","__main__.py",".py","UTF-8 或 ASCII","1505"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\platformdirs\android.py","android.py",".py","UTF-8 或 ASCII","9013"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\platformdirs\api.py","api.py",".py","UTF-8 或 ASCII","9277"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\platformdirs\macos.py","macos.py",".py","UTF-8 或 ASCII","6154"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\platformdirs\unix.py","unix.py",".py","UTF-8 或 ASCII","10458"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\platformdirs\version.py","version.py",".py","UTF-8 或 ASCII","511"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\platformdirs\windows.py","windows.py",".py","UTF-8 或 ASCII","10125"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\pygments\__init__.py","__init__.py",".py","UTF-8 或 ASCII","2983"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\pygments\__main__.py","__main__.py",".py","UTF-8 或 ASCII","353"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\pygments\console.py","console.py",".py","UTF-8 或 ASCII","1718"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\pygments\filter.py","filter.py",".py","UTF-8 或 ASCII","1910"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\pygments\formatter.py","formatter.py",".py","UTF-8 或 ASCII","4390"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\pygments\lexer.py","lexer.py",".py","UTF-8 或 ASCII","35349"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\pygments\modeline.py","modeline.py",".py","UTF-8 或 ASCII","1005"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\pygments\plugin.py","plugin.py",".py","UTF-8 或 ASCII","1891"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\pygments\regexopt.py","regexopt.py",".py","UTF-8 或 ASCII","3072"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\pygments\scanner.py","scanner.py",".py","UTF-8 或 ASCII","3092"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\pygments\sphinxext.py","sphinxext.py",".py","UTF-8 或 ASCII","7981"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\pygments\style.py","style.py",".py","UTF-8 或 ASCII","6420"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\pygments\token.py","token.py",".py","UTF-8 或 ASCII","6226"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\pygments\unistring.py","unistring.py",".py","UTF-8 或 ASCII","63208"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\pygments\util.py","util.py",".py","UTF-8 或 ASCII","10031"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\pygments\filters\__init__.py","__init__.py",".py","UTF-8 (含非ASCII字符)","40392"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\__init__.py","__init__.py",".py","UTF-8 或 ASCII","5385"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\_mapping.py","_mapping.py",".py","UTF-8 或 ASCII","4176"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py","__init__.py",".py","UTF-8 或 ASCII","12115"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\_mapping.py","_mapping.py",".py","UTF-8 (含非ASCII字符)","77602"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\python.py","python.py",".py","UTF-8 或 ASCII","53853"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\pygments\styles\__init__.py","__init__.py",".py","UTF-8 或 ASCII","2042"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\pygments\styles\_mapping.py","_mapping.py",".py","UTF-8 或 ASCII","3312"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\__init__.py","__init__.py",".py","UTF-8 或 ASCII","691"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_impl.py","_impl.py",".py","UTF-8 或 ASCII","14936"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\__init__.py","__init__.py",".py","UTF-8 或 ASCII","557"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py","_in_process.py",".py","UTF-8 或 ASCII","12216"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\requests\__init__.py","__init__.py",".py","UTF-8 或 ASCII","5057"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\requests\__version__.py","__version__.py",".py","UTF-8 或 ASCII","435"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\requests\_internal_utils.py","_internal_utils.py",".py","UTF-8 或 ASCII","1495"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py","adapters.py",".py","UTF-8 或 ASCII","27607"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\requests\api.py","api.py",".py","UTF-8 或 ASCII","6449"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\requests\auth.py","auth.py",".py","UTF-8 或 ASCII","10186"
"C:\D\fold7\AIVA-git\.venv\Lib\site-packages\pip\_vendor\requests\certs.py","certs.py",".py","UTF-8 (含非ASCII字符)","441"
